# frame_index,fixed_aperture_intensity,tracking_aperture_intensity,raw_centroid_intensity
137,1185.998901,1184.558105,1183.077393
138,1198.135498,1193.851562,1189.847900
139,1203.071045,1203.092896,1199.968140
140,1201.841919,1206.696899,1201.824097
141,1202.031372,1205.272461,1201.786987
142,1202.528809,1204.488281,1201.698608
143,1206.512329,1204.027588,1204.556763
144,1193.014160,1189.028564,1191.731689
145,1188.899902,1182.565918,1187.254028
146,1176.891846,1170.482422,1174.682861
147,1179.739990,1173.489136,1177.134766
148,1177.903076,1171.876953,1176.866943
149,1175.164185,1172.611328,1174.781860
150,1168.219238,1162.889771,1165.441772
151,1160.378052,1154.113037,1159.238770
152,1165.614746,1160.795898,1164.294312
153,1167.004395,1159.377197,1162.814209
154,1162.607056,1154.773560,1159.126953
155,1165.959229,1159.359863,1164.933594
156,1162.854370,1159.218628,1164.289307
157,1172.222900,1172.630615,1172.866821
158,1175.923218,1176.937134,1177.055786
159,1175.569946,1176.992065,1178.441162
160,1176.742554,1179.496338,1181.104614
161,1177.919189,1181.581909,1180.405518
162,1179.493408,1180.631958,1183.562378
163,1186.019287,1187.379272,1188.996094
164,1183.489746,1182.107910,1183.651001
165,1180.537109,1176.586548,1179.801880
166,1171.691162,1162.395630,1167.506958
167,1173.952637,1165.380859,1171.502686
168,1178.114014,1169.444214,1176.634888
169,1174.813232,1167.336670,1173.650024
170,1174.006226,1169.139038,1174.340088
171,1170.128906,1168.811768,1173.069946
172,1177.497803,1178.138428,1181.161011
173,1176.511230,1173.431763,1180.864502
174,1177.797119,1175.970825,1181.850098
175,1171.354736,1168.979370,1177.764282
176,1171.664917,1167.343018,1177.413574
177,1178.547729,1174.337769,1181.860229
178,1189.793213,1185.569580,1190.007812
179,1192.763306,1191.714966,1194.466431
180,1191.073242,1190.027588,1190.015869
181,1193.215576,1193.490234,1191.227783
182,1194.660645,1194.533081,1193.513794
183,1203.020386,1206.703125,1204.320312
184,1195.071045,1201.022827,1196.057739
185,1199.284058,1203.827515,1200.027588
186,1191.903442,1197.270996,1193.851196
187,1188.002197,1190.541260,1190.747559
188,1189.055298,1193.469238,1191.899170
189,1190.524048,1196.658936,1194.296021
190,1186.378052,1189.277466,1189.551514
191,1180.916626,1183.622437,1185.111816
192,1186.165649,1188.861206,1191.230347
193,1193.632935,1195.439575,1194.790161
194,1186.839355,1187.241455,1187.403320
195,1187.522949,1182.817383,1186.274902
196,1186.895874,1181.972412,1184.097778
197,1186.470093,1181.879272,1184.078857
198,1192.932617,1188.068848,1189.268066
199,1191.266235,1184.279297,1187.570190
200,1186.060791,1178.666992,1183.851196
201,1182.597290,1179.194336,1180.110352
202,1186.531006,1183.624023,1183.119873
203,1190.436646,1186.685913,1185.755859
204,1194.049927,1185.563599,1187.764648
205,1191.852539,1188.227295,1186.976562
206,1185.412964,1182.097656,1181.479004
207,1187.674072,1180.063232,1180.015503
208,1191.614746,1190.508423,1187.606567
209,1198.762207,1196.001587,1194.301392
210,1194.492310,1194.278809,1192.343018
211,1197.524048,1198.907104,1195.681519
212,1200.794556,1201.912476,1197.450073
213,1200.628906,1206.218872,1198.732178
214,1201.416992,1204.957031,1198.487671
215,1199.680298,1203.526733,1199.142822
216,1188.801880,1192.291992,1190.450195
217,1190.298584,1195.340820,1189.555420
218,1190.102295,1191.861206,1188.662964
219,1187.474121,1187.587769,1185.443481
220,1182.307373,1183.855103,1182.500366
221,1183.190430,1181.627563,1179.843994
222,1182.106689,1182.543579,1182.809082
223,1190.452271,1190.384521,1190.380859
224,1190.484741,1191.686157,1191.677002
225,1185.559326,1185.387329,1185.951172
226,1178.238892,1177.046143,1178.399048
227,1176.964355,1175.922485,1176.949097
228,1179.413330,1176.587402,1180.176025
229,1176.142334,1171.753418,1175.619629
230,1176.698853,1171.953247,1178.115479
231,1170.404175,1164.176514,1172.382812
232,1181.224731,1171.866211,1178.477783
233,1190.612183,1185.992554,1189.542480
234,1200.612915,1195.010620,1200.563477
235,1200.293213,1195.077026,1199.394165
236,1204.914429,1201.333740,1205.187744
237,1206.719971,1202.134521,1205.575195
238,1212.280762,1206.075806,1210.702271
239,1220.470093,1210.303223,1213.487671
240,1207.988037,1193.024414,1196.677979
241,1208.381226,1191.173584,1197.880127
242,1204.466919,1187.336548,1192.669678
243,1207.910034,1188.036133,1193.593384
244,1204.040771,1192.597168,1196.951172
245,1204.354736,1196.284180,1197.561401
246,1193.816040,1183.571777,1184.986938
247,1195.967529,1190.965088,1192.959473
248,1195.028809,1193.510864,1194.013794
249,1191.340820,1185.562378,1188.528320
250,1179.950073,1174.169800,1177.070801
251,1172.243286,1170.918945,1171.819946
252,1168.737793,1169.608032,1170.970581
253,1164.064819,1166.100830,1167.060547
254,1155.104858,1156.066406,1157.869263
255,1145.703979,1142.255859,1146.793945
256,1138.553955,1132.105835,1138.746948
257,1140.227295,1130.316772,1138.447266
258,1144.439575,1135.839233,1140.183716
259,1157.718872,1155.122559,1158.224365
260,1149.965820,1144.530762,1148.070312
261,1152.588135,1150.109863,1151.803589
262,1154.875854,1152.301636,1152.896973
263,1161.628174,1161.274658,1164.599976
264,1170.187134,1171.429688,1170.796753
265,1165.414795,1163.582275,1164.791748
266,1161.793823,1161.736694,1160.200317
267,1159.251221,1158.383179,1159.315308
268,1169.272339,1166.984009,1165.085327
269,1172.195923,1172.453613,1170.643066
270,1168.486938,1168.691772,1167.580933
271,1167.379150,1166.229980,1166.404053
272,1169.257812,1166.703125,1168.404907
273,1174.706543,1171.224121,1171.635620
274,1172.118408,1171.051025,1171.078857
275,1172.593262,1171.309082,1171.127808
276,1165.307739,1164.953003,1165.122070
277,1164.240723,1161.194214,1163.161011
278,1168.669678,1166.465942,1168.753540
279,1158.808472,1157.468384,1160.222656
280,1153.507324,1151.237793,1154.700439
281,1150.723633,1148.797485,1151.748535
282,1155.846680,1152.720825,1156.074097
283,1163.000366,1162.282593,1165.282959
284,1167.794556,1165.970215,1169.838989
285,1166.689331,1167.089600,1170.087646
286,1168.421753,1163.056885,1167.178467
287,1175.616943,1172.466553,1173.055176
288,1182.481079,1183.639038,1183.298706
289,1182.926392,1177.540527,1182.149292
290,1177.666382,1177.562012,1178.265625
291,1177.155151,1174.747070,1176.214111
292,1177.747314,1176.095459,1179.105103
293,1179.923584,1178.407715,1180.774658
294,1184.558960,1183.678589,1184.099609
295,1182.516724,1181.999512,1183.032227
296,1186.485474,1187.801270,1187.764893
297,1188.718506,1191.376465,1187.361328
298,1185.411865,1187.877930,1186.072388
299,1185.103027,1186.183838,1183.178345
300,1183.695190,1181.087280,1182.874512
301,1179.121582,1182.044067,1179.653076
302,1181.188232,1179.686279,1180.459961
303,1185.031738,1182.119995,1184.997192
304,1190.242920,1189.506836,1190.693970
305,1187.265503,1189.013184,1187.036011
306,1180.455566,1184.202515,1182.583740
307,1186.443237,1190.966675,1189.084717
308,1194.051758,1201.288940,1197.212524
309,1193.473022,1199.157349,1197.415527
310,1192.805176,1197.653564,1195.617554
311,1192.993774,1196.439697,1193.975220
312,1192.465820,1197.603271,1192.813599
313,1197.041870,1200.765137,1199.701660
314,1197.499634,1201.277954,1198.200806
315,1194.619141,1191.756348,1191.651611
316,1190.107056,1186.963989,1186.552856
317,1192.705078,1187.147095,1186.291748
318,1200.683594,1199.385620,1196.807251
319,1201.318604,1198.210327,1195.877197
320,1189.428223,1187.578003,1184.712646
321,1185.251221,1183.967041,1182.945190
322,1187.164917,1183.761230,1183.662109
323,1181.714478,1181.684692,1181.125732
324,1184.967896,1180.322144,1183.856201
325,1179.858398,1171.595703,1175.702271
326,1173.225464,1166.625488,1169.888184
327,1172.853271,1162.053589,1167.609375
328,1182.038574,1173.068359,1177.156982
329,1189.150024,1181.450195,1185.073242
330,1185.389648,1181.800415,1184.055908
331,1186.495605,1183.310425,1183.870239
332,1190.151489,1190.631714,1188.740601
333,1196.494507,1199.045654,1198.434082
334,1200.644897,1200.927368,1200.739014
335,1199.853271,1203.112427,1200.831299
336,1198.161743,1199.890503,1197.942261
337,1201.893677,1200.494995,1198.921387
338,1204.723999,1206.745483,1203.509155
339,1206.769531,1207.928467,1205.327271
340,1209.667480,1207.479614,1207.802856
341,1212.808838,1209.672363,1209.221802
342,1212.688232,1208.952271,1207.107910
343,1213.599731,1202.518066,1205.868286
344,1214.540405,1205.777832,1207.371704
345,1217.799316,1211.601196,1211.127075
346,1207.425659,1204.504517,1200.945312
347,1213.162476,1209.227905,1208.031128
348,1208.881958,1209.485352,1205.171143
349,1210.589600,1213.725098,1208.921021
350,1202.344482,1202.141235,1199.946899
351,1195.333618,1194.381470,1193.357788
352,1195.159180,1195.532471,1193.929443
353,1192.332520,1191.223755,1191.286499
354,1193.783691,1193.392212,1194.666016
355,1189.718140,1193.391357,1191.329712
356,1184.862671,1184.463257,1185.794922
357,1183.480347,1181.360718,1183.837769
358,1190.605591,1187.553589,1189.607666
359,1192.924194,1191.662964,1191.907104
360,1188.003296,1187.885498,1186.405762
361,1188.456299,1187.331055,1189.184448
362,1193.761108,1195.682129,1194.186768
363,1194.481812,1194.221191,1193.945923
364,1195.115479,1194.896973,1192.377197
365,1190.591797,1189.997314,1188.864258
366,1184.949341,1182.570923,1183.214478
367,1188.809570,1187.838379,1187.802490
368,1188.000732,1190.377441,1189.231689
369,1193.676270,1197.437622,1193.517334
370,1187.058594,1191.785278,1187.818604
371,1181.937378,1183.012207,1180.464478
372,1180.434448,1179.795288,1177.944946
373,1188.237061,1186.423096,1187.040527
374,1185.525879,1176.959106,1180.297363
375,1183.569214,1180.525513,1179.828369
376,1180.033081,1171.396606,1172.508545
377,1179.982910,1172.788818,1173.632690
378,1183.424927,1174.182373,1176.735107
379,1192.712280,1187.606201,1186.659790
380,1187.299683,1180.966064,1180.228760
381,1184.615112,1180.239868,1180.358398
382,1182.659546,1179.716553,1178.266724
383,1188.333984,1184.779419,1183.557251
384,1189.185669,1183.511475,1184.600098
385,1183.097290,1178.062500,1180.498779
386,1175.332153,1169.456665,1170.674072
387,1166.171509,1158.379761,1162.316528
388,1173.072144,1168.968262,1173.321045
389,1169.217041,1164.062622,1168.245728
390,1167.164917,1163.404419,1162.366821
391,1156.901367,1152.963013,1155.484863
392,1153.793457,1151.710083,1151.998901
393,1157.801147,1154.254761,1153.990112
394,1161.190796,1155.438965,1156.107544
395,1154.381958,1148.109863,1151.090332
396,1154.404175,1148.681885,1150.775269
397,1159.408569,1157.539917,1156.809448
398,1168.623047,1161.134033,1165.535034
399,1175.765503,1169.743896,1173.119629
400,1186.135498,1180.642944,1182.095703
401,1181.949707,1174.127197,1176.697632
402,1187.114380,1180.218628,1181.240234
403,1192.382324,1188.094360,1187.363281
404,1197.186035,1197.660889,1196.500000
405,1194.411865,1188.136230,1190.512573
406,1189.612549,1187.691650,1187.483887
407,1185.983276,1182.351807,1184.365601
408,1180.674438,1175.389893,1177.768921
409,1177.073975,1170.173584,1175.918213
410,1176.372192,1170.593872,1174.706299
411,1163.210815,1155.848755,1159.646240
412,1161.350342,1153.170776,1158.640747
413,1178.705444,1165.746704,1171.980957
414,1181.756714,1179.007446,1182.736206
415,1183.390747,1173.038696,1177.291382
416,1183.441772,1178.204956,1182.025757
417,1186.329590,1185.617554,1185.614014
418,1189.321899,1187.969238,1188.122437
419,1190.796387,1188.098267,1189.294678
420,1183.063721,1179.220215,1183.242188
421,1177.121948,1170.849976,1176.678223
422,1175.468994,1173.591187,1179.282593
423,1188.683960,1192.266479,1194.126831
424,1185.481079,1189.748047,1194.024048
425,1190.255249,1193.309448,1197.784424
426,1194.525879,1196.196655,1198.177246
427,1186.480347,1191.864136,1191.717407
428,1201.064453,1204.083008,1205.709473
429,1203.135498,1203.328735,1205.033569
430,1200.134399,1201.755005,1202.909790
431,1198.222900,1198.326538,1198.618042
432,1203.201416,1204.388916,1203.684814
433,1205.669678,1211.474243,1206.882446
434,1204.032471,1209.052490,1205.034302
435,1196.397705,1200.765625,1197.899536
436,1189.503296,1191.654419,1190.487793
437,1192.784790,1194.084229,1191.539307
438,1197.234863,1196.430420,1195.709839
439,1206.744751,1206.716187,1204.939087
440,1204.634399,1203.097534,1200.813110
441,1198.461426,1200.311890,1195.485107
442,1200.001465,1198.763062,1195.686523
443,1205.724731,1203.059326,1199.347900
444,1209.066650,1207.229614,1203.911011
445,1206.263672,1205.792114,1204.465210
446,1209.605591,1209.939697,1205.531860
447,1204.430786,1206.669312,1201.841553
448,1207.585938,1209.014282,1206.650757
449,1200.161743,1203.143555,1202.063965
450,1195.902710,1202.412476,1198.490479
451,1181.112549,1180.010010,1181.115601
452,1178.386719,1179.169067,1177.863159
453,1177.954468,1179.146118,1179.710449
454,1180.520020,1180.474976,1179.883057
455,1180.766602,1177.137939,1177.306641
456,1181.676636,1179.074707,1176.953735
457,1182.898071,1180.447510,1178.858521
458,1191.247314,1186.785156,1184.166870
459,1201.422852,1198.816772,1194.360596
460,1211.852539,1208.813843,1202.982666
461,1206.992676,1201.057739,1196.897705
462,1208.215942,1202.063232,1199.474731
463,1207.850342,1202.417480,1197.800659
464,1208.003296,1211.022827,1207.570557
465,1201.826294,1200.532104,1195.011719
466,1197.717407,1198.123047,1195.687744
467,1198.296387,1200.435547,1196.138306
468,1201.328491,1199.639160,1195.542114
469,1209.181030,1207.792847,1206.307861
470,1205.078247,1208.506958,1202.595215
471,1201.534912,1201.901855,1198.856201
472,1196.485107,1195.629150,1194.499878
473,1199.273071,1197.829590,1195.889893
474,1194.128906,1189.080078,1190.922241
475,1196.369995,1191.616577,1189.869019
476,1195.498169,1188.745239,1189.171265
477,1192.788086,1188.678711,1189.235229
478,1196.861938,1195.063721,1192.003906
479,1203.312500,1202.795654,1198.651123
480,1202.359741,1197.053467,1195.520752
481,1195.840088,1194.844482,1191.104858
482,1194.808105,1191.810547,1190.290894
483,1192.249146,1192.232666,1189.741333
484,1197.169312,1196.812622,1196.403442
485,1196.040771,1197.029541,1195.153442
486,1192.449341,1191.180664,1189.847046
487,1191.553223,1189.500000,1187.376953
488,1196.895142,1190.944946,1192.534912
489,1202.565186,1196.521240,1198.871338
490,1206.152588,1199.246216,1198.990112
491,1201.638794,1184.313354,1188.974487
492,1205.984741,1188.361328,1192.215820
493,1208.985107,1188.238525,1194.307861
494,1210.817505,1193.167603,1197.393921
495,1209.397705,1192.238037,1195.871826
496,1203.784424,1186.693726,1189.808350
497,1195.726929,1179.781250,1183.583862
498,1190.604126,1180.556641,1182.707397
499,1191.572510,1178.041870,1183.527222
500,1181.329224,1170.651611,1175.814453
501,1171.042969,1163.927856,1166.680176
502,1166.005859,1161.854004,1164.099365
503,1174.537842,1171.372070,1175.040894
504,1176.935181,1174.161133,1177.027222
505,1175.997437,1177.015991,1177.504761
506,1172.388916,1171.197388,1174.394531
507,1172.393311,1173.464966,1173.713501
508,1177.509888,1179.268311,1178.674316
509,1184.450073,1181.578979,1184.115356
510,1190.974121,1190.189331,1189.353271
511,1188.093628,1188.488037,1187.409790
512,1193.033447,1194.648804,1191.989014
513,1189.627441,1195.146362,1191.877197
514,1202.883057,1208.823608,1204.439697
515,1197.861572,1203.909668,1198.497192
516,1193.788452,1197.282593,1194.255005
517,1198.741821,1201.902954,1197.315674
518,1193.845215,1192.078491,1193.945923
519,1199.462158,1196.570557,1197.700684
520,1192.025146,1190.692505,1191.749512
521,1188.956665,1185.475586,1187.490967
522,1180.873291,1179.131592,1179.351929
523,1183.271362,1181.063721,1181.677856
524,1182.584473,1178.751709,1180.367310
525,1174.367798,1168.046143,1171.826538
526,1169.155884,1164.411865,1168.729004
527,1165.214111,1163.427856,1167.097656
528,1171.993408,1174.720581,1175.623657
529,1170.106689,1171.815430,1174.208862
530,1176.024048,1171.902588,1175.978760
531,1173.088867,1170.859375,1173.709961
532,1170.810303,1167.328735,1168.320923
533,1180.739990,1175.499512,1177.090088
534,1187.723633,1179.583496,1181.939819
535,1190.757080,1182.770020,1186.198486
536,1187.030273,1179.523804,1182.230591
537,1189.324463,1179.190674,1180.908691
538,1196.536743,1186.343872,1189.103394
539,1203.134766,1193.811157,1193.325928
540,1200.465088,1188.752930,1189.537964
541,1197.032471,1188.975586,1188.881104
542,1199.167847,1189.437256,1189.786743
543,1199.897705,1192.568604,1190.342773
544,1204.394409,1195.339844,1196.538696
545,1202.385254,1195.583740,1196.044922
546,1197.965088,1189.341797,1190.648193
547,1192.096558,1183.932617,1186.278076
548,1195.390747,1189.306152,1190.080322
549,1199.241821,1193.530518,1194.630615
550,1202.879150,1197.222046,1198.601562
551,1200.504761,1197.754150,1196.055908
552,1203.504761,1202.690552,1201.422852
553,1204.609985,1207.124756,1203.831909
554,1210.979248,1210.292358,1208.450806
555,1208.957764,1205.035645,1204.241943
556,1207.848511,1204.135742,1203.705933
557,1201.818604,1195.431274,1197.155884
558,1206.320435,1205.421875,1203.715820
559,1208.823364,1207.159058,1205.135864
560,1204.532715,1202.396606,1201.240479
561,1199.433716,1198.769653,1197.791138
562,1193.393311,1191.190063,1189.696533
563,1197.985107,1192.440063,1193.111816
564,1200.247314,1195.570068,1195.765625
565,1202.764038,1197.436646,1198.143555
566,1201.616211,1199.481445,1200.321655
567,1197.843750,1199.024902,1199.042114
568,1201.917358,1208.450073,1205.466797
569,1195.279663,1199.604370,1199.219727
570,1196.721436,1199.860962,1198.337769
571,1195.153320,1197.058838,1198.942993
572,1188.676636,1190.678345,1192.461670
573,1193.686768,1195.068970,1197.729370
574,1204.904907,1207.260498,1206.441895
575,1210.409668,1210.229614,1210.655273
576,1203.523315,1201.659058,1200.556274
577,1200.147461,1198.001587,1196.454102
578,1194.974487,1192.291748,1190.329956
579,1198.304077,1193.336304,1191.963135
580,1191.729736,1187.095215,1186.302124
581,1183.758179,1182.935913,1180.836060
582,1178.835083,1175.069092,1174.617432
583,1178.985107,1172.349976,1173.390259
584,1177.385254,1168.684204,1171.082031
585,1178.743286,1170.585815,1172.543335
586,1174.841919,1171.144775,1171.365723
587,1172.140259,1164.841431,1166.118164
588,1171.812866,1169.707275,1169.920410
589,1170.751587,1168.582520,1168.680664
590,1163.055298,1160.164429,1162.397827
591,1162.233032,1161.247192,1162.425903
592,1151.718872,1151.819214,1151.020142
593,1154.406372,1152.308105,1152.881104
594,1158.903809,1159.733032,1160.634033
595,1160.475220,1159.185181,1159.552979
596,1153.585205,1150.378784,1151.905518
597,1159.243652,1157.726196,1157.921997
598,1167.691895,1164.284668,1165.313110
599,1177.485474,1174.946411,1174.881470
600,1183.558228,1179.663818,1178.219482
601,1184.485474,1184.652588,1181.915405
602,1182.352173,1181.835205,1179.904175
603,1177.729736,1177.465332,1176.547974
604,1181.387451,1180.351440,1180.217407
605,1177.043701,1172.942017,1174.491455
606,1164.029907,1160.049683,1163.026855
607,1165.979248,1165.865845,1166.822144
608,1168.733398,1165.157104,1168.088867
609,1170.815308,1162.998901,1165.792114
610,1170.850342,1161.715088,1164.757690
611,1170.365601,1159.084717,1162.045532
612,1162.395874,1153.749634,1154.665894
613,1167.095825,1153.653442,1158.419067
614,1175.881226,1164.946533,1166.905640
615,1175.206177,1165.801636,1168.471680
616,1179.182495,1170.237061,1171.266113
617,1177.606689,1172.067749,1174.265503
618,1187.144897,1183.255005,1183.730591
619,1192.524414,1187.959717,1188.729370
620,1186.602295,1186.124146,1186.747681
621,1184.426758,1184.076416,1183.588745
622,1177.655518,1175.278564,1176.849243
623,1180.088135,1176.693481,1177.749756
624,1187.282227,1182.224121,1184.527222
625,1192.778564,1189.099976,1189.865112
626,1193.022583,1189.593872,1189.790161
627,1191.744751,1188.745117,1188.641846
628,1200.516724,1200.746094,1200.033936
629,1197.997803,1198.260132,1199.157959
630,1197.494507,1197.120728,1197.941406
631,1188.664551,1185.198242,1184.939087
632,1184.597900,1181.743286,1182.914673
633,1183.577515,1184.498657,1182.974854
634,1177.130005,1173.549438,1175.116089
635,1176.201050,1173.002686,1174.722900
636,1162.427856,1160.055664,1161.819946
637,1148.143066,1141.581909,1146.426392
638,1144.992676,1138.683838,1143.383911
639,1144.050659,1134.486450,1140.876953
640,1145.678833,1136.415771,1141.378906
641,1149.285889,1141.428833,1144.930542
642,1148.283325,1140.024292,1144.539551
643,1155.349243,1147.763550,1149.955811
644,1164.991577,1155.929565,1158.193481
645,1169.282593,1161.125122,1163.771118
646,1173.666016,1165.665039,1168.642822
647,1171.926758,1166.077637,1167.574585
648,1186.296021,1177.877075,1179.653564
649,1195.251221,1188.088745,1188.039673
650,1197.731201,1190.463379,1190.262573
651,1200.308105,1196.503662,1196.126343
652,1196.347778,1195.863281,1194.704712
653,1202.690796,1200.862061,1200.964722
654,1205.370361,1204.438477,1204.981567
655,1201.651489,1196.824463,1199.743774
656,1200.177002,1195.812256,1195.673584
657,1194.484009,1189.504517,1190.097534
658,1184.075073,1180.291016,1181.753662
659,1183.997437,1180.686890,1182.605469
660,1178.787720,1180.802734,1179.505493
661,1166.908569,1165.240479,1166.020142
662,1156.918091,1158.203979,1158.297729
663,1153.457031,1151.975586,1153.247314
664,1153.274902,1152.348877,1154.620361
665,1153.156616,1152.777832,1154.758545
666,1154.387817,1151.655640,1152.449341
667,1153.303345,1157.590698,1154.932373
668,1155.979248,1153.457275,1152.267456
669,1163.858398,1166.556885,1163.812256
670,1161.698120,1163.308594,1160.945435
671,1161.337891,1155.164429,1153.937622
672,1157.160645,1151.272217,1152.295166
673,1168.798218,1164.333130,1162.051270
674,1177.660278,1174.799927,1172.531860
675,1181.282593,1178.606445,1177.498169
676,1178.797119,1178.488403,1176.775635
677,1178.179565,1180.769043,1177.424072
678,1180.604858,1180.072266,1178.317139
679,1180.736328,1183.253662,1180.229614
680,1177.020752,1181.344482,1179.110107
681,1168.331055,1170.490723,1171.569946
682,1164.114746,1169.945557,1169.785645
683,1168.118042,1174.752075,1176.228027
684,1178.046631,1185.797485,1183.953247
685,1179.672974,1186.026001,1183.842285
686,1178.031372,1182.666016,1180.645386
687,1170.907837,1171.945923,1171.606934
688,1168.625244,1167.872803,1168.437866
689,1177.820068,1178.707520,1177.574341
690,1173.921753,1175.702637,1174.838745
691,1171.155151,1169.897705,1167.282349
692,1183.092163,1181.970947,1178.378296
