frame_index,actual_frame_number,centroid_x,centroid_y,displacement_x,displacement_y,displacement_magnitude
64,-1080,309.6070226070226,334.4703650259206,-1.3748333335173584,-3.297150549552157,3.572305759780725
65,-1079,312.42946851629847,336.2558657304333,1.4476125757585123,-1.5116498450394715,2.09300440121421
66,-1078,311.646783625731,332.8463051568315,0.6649276851910599,-4.921210418641294,4.965927990927493
67,-1077,310.8101307730508,334.3198146002318,-0.17172516748917133,-3.4477009752409913,3.451975021321398
68,-1076,311.9683000214915,333.38813668600903,0.9864440809515145,-4.379378889463737,4.489101400316651
69,-1075,312.6616288384513,333.2508945260347,1.6797728979113344,-4.516621049438072,4.818869441350794
70,-1074,313.37516392040595,335.90124864587494,2.3933079798659946,-1.8662669295978276,3.034942394675845
71,-1073,312.4592972972973,333.6287027027027,1.4774413567573674,-4.138812872770075,4.394610899552352
72,-1072,314.1956558248894,334.8163242456474,3.2137998843494415,-2.951191329825349,4.363260244574096
73,-1071,312.97377174327937,335.1740007634004,1.9919158027394133,-2.593514812072385,3.2701754762767488
74,-1070,311.40505221717973,335.7948493630051,0.42319627663977144,-1.9726662124676864,2.017549769986697
75,-1069,312.8551665243382,338.0949046399089,1.8733105837982293,0.32738906443614724,1.9017034844798593
76,-1068,312.09030153977756,336.1978186484174,1.108445599237598,-1.569696927055361,1.9216139282582858
77,-1067,312.7225332769913,336.51838157616737,1.7406773364513697,-1.2491339993053998,2.14249698666209
78,-1066,313.61656512242786,338.76037475571906,2.6347091818878994,0.9928591802462847,2.8155748657998294
79,-1065,315.0444469641136,337.64572821588524,4.0625910235736455,-0.12178735958752895,4.064416069471291
80,-1064,313.10346886705395,337.46837848108134,2.12161292651399,-0.2991370943914262,2.142597584987018
81,-1063,314.67893740253953,337.50646023613274,3.6970814619995735,-0.26105533934003233,3.706286716763673
82,-1062,315.2060183863416,337.9939473533946,4.224162445801653,0.22643177792184588,4.230226911002984
83,-1061,315.5455253351132,336.78285777851937,4.563669394573253,-0.9846577969533996,4.668686037855376
84,-1060,313.83952177805867,334.694264496761,2.8576658375187094,-3.0732510787117917,4.196561238886512
85,-1059,315.0935009360792,335.71420165819734,4.111644995539223,-2.0533139172754318,4.595837531094818
86,-1058,314.3537389835875,335.7021478706,3.3718830430475464,-2.065367704872756,3.9541546520492767
87,-1057,315.819671188779,337.419176822258,4.837815248239053,-0.3483387532147617,4.8503398090325085
88,-1056,314.1908022428294,336.2588958378262,3.208946302289462,-1.5086197376465975,3.5458806922673105
89,-1055,312.4420767350409,335.5880008502497,1.4602207945009695,-2.1795147252230436,2.6234574908233452
90,-1054,312.211762754961,336.1154165054447,1.2299068144210423,-1.6520990700280436,2.0596364022192954
91,-1053,312.8434326710817,336.43151214128034,1.861576730541742,-1.3360034341924347,2.291369263097605
92,-1052,311.28092447916663,335.50254991319446,0.2990685386266705,-2.264965662278314,2.2846250112646787
93,-1051,312.6857061665246,336.5882921284456,1.7038502259846382,-1.1792234470271978,2.072118126605385
94,-1050,311.5837380011293,336.7245623941276,0.6018820605893325,-1.0429531813451831,1.2041650025379824
95,-1049,310.391392321995,336.0010390462649,-0.590463618544959,-1.7664765292078641,1.8625484189860593
96,-1048,312.2325831259896,338.0096697579733,1.250727185449648,0.242154182500542,1.273953351000461
97,-1047,311.65615708274896,337.9196633941094,0.6743011422090035,0.1521478186366494,0.6912532018734218
98,-1046,312.2072620535957,336.5434581725281,1.225406113055726,-1.224057402944652,1.732032524988474
99,-1045,312.2041554236373,336.9943874797625,1.2222994830973448,-0.7731280957102626,1.4462859602293778
100,-1044,313.13445424782196,337.89129349092724,2.1525983072820054,0.12377791545446826,2.15615408653176
101,-1043,313.835489939007,337.0442341674742,2.8536339984670462,-0.7232814079985701,2.9438687118082245
102,-1042,314.11657341517736,337.3637894508121,3.134717474637398,-0.40372612466069313,3.1606088700645336
103,-1041,314.1982066751536,338.90861792217856,3.216350734613627,1.141102346705793,3.4127740349614544
104,-1040,314.91931922227604,335.5341196746916,3.937463281736086,-2.2333959007811472,4.526773060873048
105,-1039,314.38841318014306,337.7463147626273,3.406557239603103,-0.021200812845449946,3.4066232109168784
106,-1038,315.5087493290392,336.0943102522813,4.526893388499218,-1.673205323191496,4.826217960721862
107,-1037,314.6272701714928,337.78054540342987,3.645414230952838,0.01302982795709795,3.6454375171781592
108,-1036,313.93613546033646,337.1360047912016,2.9542795197965006,-0.6315107842711996,3.02102190520689
109,-1035,314.05516061788444,336.9028809663798,3.073304677344481,-0.8646346090929455,3.1926156434855693
110,-1034,314.44717002363,338.3651963542253,3.4653140830900497,0.5976807787525331,3.5164789218410606
111,-1033,314.487497145467,337.9265243206212,3.5056412049270307,0.15900874514841234,3.5092455084698644
112,-1032,313.6889572267263,337.2515515795359,2.7071012861863437,-0.515963995936886,2.755833126075473
113,-1031,313.7841974262564,335.10099030874335,2.802341485716454,-2.6665252667294226,3.8682650892452966
114,-1030,312.41568816685435,334.9973191785963,1.4338322263143937,-2.770196396876486,3.119272820784542
115,-1029,316.0954833597464,335.2136065202626,5.113627419206466,-2.5539090552101698,5.715910849964744
116,-1028,315.3553150715816,333.9181039341675,4.3734591310416135,-3.8494116413052666,5.826243623048025
117,-1027,316.0584562996595,332.8177071509648,5.0766003591195386,-4.949808424507978,7.090308501436505
118,-1026,315.2357471387314,330.5323564017542,4.253891198191468,-7.235159173718557,8.393039889997821
119,-1025,316.08368855554954,329.71936545621327,5.1018326150095845,-8.048150119259503,9.528977719236849
120,-1024,315.92045767093896,330.9394906210463,4.938601730399,-6.828024954426496,8.426844713756802
121,-1023,313.6152869611214,329.97349907431897,2.6334310205814404,-7.794016501153806,8.226885933354032
122,-1022,313.32224852722567,331.1906072785333,2.3403925866857094,-6.57690829693945,6.980913995041366
123,-1021,310.25921102610016,332.5990558359108,-0.7226449144397975,-5.168459739561968,5.218734688776453
124,-1020,307.62510200750773,332.6383765845166,-3.3567539330322234,-5.129138990956164,6.129915477025284
125,-1019,305.6547051731068,334.15163346156055,-5.3271507674331815,-3.615882113912221,6.4384111984770165
126,-1018,304.31198705351983,335.19211651832154,-6.6698688870201295,-2.5753990571512304,7.149813373341614
127,-1017,303.5999311215704,335.87119733670073,-7.381924818969537,-1.8963182387720394,7.621603302167984
128,-1016,301.69945563418617,333.6741970604246,-9.282400306353793,-4.093318515048168,10.144861355042421
129,-1015,302.86324833702884,334.39052106430154,-8.118607603511123,-3.376994511171233,8.792944975846787
130,-1014,302.6055938386704,335.95037350165035,-8.376262101869543,-1.8171420738224242,8.571100986201927
131,-1013,305.6255501760563,333.78609154929575,-5.356305764483636,-3.9814240261770237,6.673960497250511
132,-1012,304.99175314036046,334.10611687602403,-5.9901028001795,-3.661398699448739,7.020482319117626
133,-1011,306.2907506779759,336.5423230050199,-4.691105262564065,-1.2251925704528617,4.848460108029059
134,-1010,305.90291429556817,336.30758176697134,-5.078941644971792,-1.4599338085014324,5.28460546855054
135,-1009,305.92440340435,335.484452355788,-5.057452536189942,-2.2830632196847773,5.548892125541053
136,-1008,306.8120309112137,335.7784511035748,-4.169825029326262,-1.9890644718979615,4.619937039458707
137,-1007,306.70593229933206,337.3711649496207,-4.275923641207896,-0.39635062585205105,4.2942539286881845
138,-1006,306.2548279210271,335.237620023735,-4.727028019512886,-2.529895551737752,5.361451799649269
139,-1005,307.59236969371307,335.8754970445997,-3.389486246826891,-1.892018530873088,3.8817974108131663
140,-1004,309.6359112005815,336.2551026114187,-1.3459447399584406,-1.5124129640540787,2.024588900705681
141,-1003,310.55020703933747,335.9731999079825,-0.4316489012024931,-1.7943156674902525,1.8455052122685296
142,-1002,311.08023275331504,335.3458289039333,0.09837681277508636,-2.421686671539476,2.423684041372499
143,-1001,311.2524313121114,332.7908805867035,0.2705753715714536,-4.976634988769263,4.9839850364084635
144,-1000,311.76752183406114,333.0919213973799,0.785665893521184,-4.675594178092865,4.741144567977055
145,-999,311.401778408161,333.62833451530196,0.41992246762106333,-4.139181060170813,4.160427228986194
146,-998,311.88633805986944,334.4129529597119,0.9044821193294865,-3.3545626157608694,3.4743601205469714
147,-997,310.01721876024925,333.7246091614737,-0.9646371802907083,-4.042906413999049,4.156394731248929
148,-996,310.02726075253423,335.11351010824126,-0.954595188005726,-2.6540054672315136,2.8204604221755094
149,-995,308.4052716390423,335.9689802025783,-2.5765843014976326,-1.7985353728944915,3.142215166133085
150,-994,310.38560224089633,333.36207282913165,-0.5962536996436256,-4.405442746341123,4.4456095493900865
151,-993,310.68417963017316,334.21285588494277,-0.2976763103667963,-3.554659690530002,3.567102003199858
152,-992,310.7729524438573,332.21592910612065,-0.20890349668263752,-5.551586469352117,5.555515547419495
153,-991,310.3353862490045,330.50883992567026,-0.646469691535458,-7.2586756498025125,7.287406620404125
154,-990,310.7645522794038,330.88243934283537,-0.21730366113615673,-6.885076232637402,6.888504598994736
155,-989,313.76544888133674,332.1916171056358,2.7835929407967797,-5.575898469836943,6.232097031175271
156,-988,314.3669163100333,332.85532572515456,3.385060369493317,-4.912189850318214,5.965588221683047
157,-987,315.0187863769953,332.49668645191036,4.03693043645535,-5.270829123562407,6.639160112436906
158,-986,314.61038601924565,330.54562548390663,3.628530078705694,-7.221890091566138,8.082198155621594
159,-985,315.9259363243304,330.404009208827,4.9440803837904355,-7.363506366645765,8.869338016617368
160,-984,317.1030323526096,330.8730131890429,6.121176412069644,-6.894502386429849,9.21970519182499
161,-983,318.52071517312163,328.65640360827524,7.538859232581672,-9.11111196719753,11.82568221319565
162,-982,318.536750120624,328.1132793652496,7.554894180084034,-9.65423621022319,12.258903004553556
163,-981,318.9380880797283,329.3887311396916,7.95623213918833,-8.3787844357812,11.55446487181222
164,-980,319.62186115214183,328.9813447125116,8.640005211601874,-8.786170862961171,12.322600719395862
165,-979,320.31563733392625,329.7022069042192,9.333781393386289,-8.065308671253547,12.33566694841109
166,-978,322.0814827767092,329.98350527481495,11.09962683616925,-7.784010300657826,13.557010447106535
167,-977,321.91642204375523,328.63727499307674,10.934566103215275,-9.130240582396027,14.24521073757829
168,-976,321.1588720404363,327.9138600691673,10.17701609989632,-9.853655506305472,14.165669187669641
169,-975,321.59573766890037,329.5026364934637,10.613881728360411,-8.264879082009088,13.452238162620167
170,-974,323.179619234998,330.6706209131416,12.197763294458014,-7.096894662331181,14.112099178926288
171,-973,322.5344123109578,328.34125762801807,11.552556370417847,-9.426257947454701,14.910261486091882
172,-972,322.41301549997206,329.7227351575178,11.431159559432103,-8.044780417954996,13.97819376193892
173,-971,321.36439162291583,330.5091444066232,10.382535682375874,-7.258371168849578,12.668109536177647
174,-970,320.2229761967874,328.68043259290675,9.241120256247427,-9.087082982566017,12.96045449521225
175,-969,319.667775960291,329.98950871453553,8.685920019751052,-7.778006860937239,11.659442410265548
176,-968,317.37066315327183,330.0703776899429,6.3888072127318765,-7.697137885529855,10.003138968859417
177,-967,315.56390501926063,331.84717989995977,4.582049078720672,-5.920335675513002,7.48635747680786
178,-966,313.6455219810189,331.2836260499618,2.6636660404789154,-6.4838895255109605,7.009703285748361
179,-965,311.8638108819658,332.87790697674416,0.8819549414258177,-4.889608598728614,4.968512530674167
180,-964,311.0482927106415,334.2686211010738,0.06643677010151805,-3.4988944743989805,3.499525165990558
181,-963,309.06857815341823,332.81191826254417,-1.9132777871217286,-4.955597312928603,5.312116020814927
182,-962,309.4087449207349,334.58324271733534,-1.5731110198050828,-3.184272858137433,3.5516576292912756
183,-961,307.9178531701891,334.2,-3.0640027703508395,-3.5675155754727825,4.7026886307684155
184,-960,307.3015102775203,333.2566926557985,-3.6803456630196365,-4.510822919674297,5.821723766374217
185,-959,306.91253491620114,335.2685637802607,-4.069321024338819,-2.498951795212065,4.775367386277159
186,-958,306.5541635568824,333.9624693464122,-4.427692383657586,-3.805046229060565,5.838050757709068
187,-957,305.4375758977621,336.3365523622275,-5.544280042777871,-1.4309632132452634,5.72596689742494
188,-956,306.1790858568674,334.7591017352841,-4.802770083672556,-3.008413840188666,5.667199865053182
189,-955,304.63427053353996,334.9612021253044,-6.347585406999997,-2.806313450168375,6.940261931638838
190,-954,305.52337380491525,336.2407179306704,-5.458482135624706,-1.5267976448023433,5.667992437636807
191,-953,303.8630725447028,333.20630403264784,-7.11878339583717,-4.561211542824935,8.454686734305797
192,-952,304.94902707275804,333.3075824873097,-6.032828867781916,-4.459933088163098,7.502401435462838
193,-951,306.620110484906,334.267842196306,-4.361745455633979,-3.4996733791667793,5.592185367152299
194,-950,307.44894815129624,333.0161495962601,-3.5329077892437226,-4.751365979212665,5.920888118831371
195,-949,310.17735364696694,332.99274513086664,-0.804502293573023,-4.774770444606133,4.842071533863219
196,-948,311.7649150533386,332.76954337641814,0.7830591127986395,-4.9979721990546295,5.058943335980347
197,-947,310.8605761036305,333.80001136299074,-0.12127983690947985,-3.9675042124820266,3.9693574385413335
198,-946,310.3966450506458,332.673347982207,-0.5852108898941424,-5.094167593265752,5.127671523599155
199,-945,311.02845832887556,332.9592382582647,0.04660238833560015,-4.808277317208081,4.808503149814537
200,-944,311.63716814159295,333.72983803640005,0.6553122010529933,-4.0376775390727175,4.090510235946273
201,-943,310.3838656646313,335.3902653828088,-0.5979902759086713,-2.3772501926639507,2.451307987300274
202,-942,310.21578792341677,334.85655375552284,-0.7660680171231888,-2.9109618199499323,3.0100762322680925
203,-941,308.6914224767037,334.0530481643651,-2.2904334638362798,-3.7144674111076483,4.3638691089951145
204,-940,309.02754144851656,332.27525087260034,-1.9543144920234,-5.492264702872433,5.829606907858461
205,-939,309.99541617753925,334.07004304321094,-0.9864397630007034,-3.697472532261827,3.8267958572230594
206,-938,309.3821737364359,334.7373063308768,-1.599682204104056,-3.0302092445959943,3.4265363299054976
207,-937,307.5711650945882,333.23602255361754,-3.4106908459517626,-4.531493021855226,5.671617146262763
208,-936,308.18820975283904,335.2331329325317,-2.793646187700915,-2.5343826429410683,3.7719430540368464
209,-935,309.7737048709017,334.2201581246199,-1.2081510696382338,-3.5473574508528714,3.7474489844678858
210,-934,309.23652952315376,335.9969587421817,-1.7453264173861953,-1.7705568332910957,2.4861689007667853
211,-933,309.56276429357587,335.1822394717025,-1.419091646964091,-2.5852761037702976,2.949147950715424
212,-932,309.56298626055286,333.2920598134966,-1.4188696799870968,-4.47545576197615,4.694986202982093
213,-931,309.30290525846203,334.15814420342383,-1.6789506820779252,-3.6093713720489404,3.980758356672304
214,-930,309.5264941632148,332.164613481091,-1.4553617773251517,-5.602902094381761,5.788833196951399
215,-929,310.766670334507,331.5064920774648,-0.21518560603294645,-6.261023498007944,6.264720272099257
216,-928,312.22650462962963,332.53449074074075,1.2446486890896722,-5.233024834732021,5.3790054173773365
217,-927,310.4781561747506,331.7974429537897,-0.5036997657893494,-5.970072621683073,5.991283715717864
218,-926,308.9434679596672,330.9647363491101,-2.0383879808727556,-6.802779226362645,7.101607618222627
219,-925,309.289810659954,330.1076392689066,-1.692045280585944,-7.6598763065661615,7.844534547278559
220,-924,311.85852965549896,330.9799928968865,0.8766737149589972,-6.787522678586299,6.843903923552941
221,-923,310.7662653147444,327.5244507815801,-0.21559062579558486,-10.2430647938927,10.24533336157565
222,-922,313.1080924520651,330.3203962231362,2.1262365115251214,-7.4471193523365855,7.744705827266043
223,-921,313.7815215563155,330.2048550765263,2.7996656157755524,-7.562660498946457,8.06423966549116
224,-920,314.5407452454666,331.4808712958868,3.5588893049266517,-6.286644279585971,7.224097824834068
225,-919,316.0826537104517,331.5829718318006,5.100797769911765,-6.1845437436721795,8.016652618576629
226,-918,316.55083508999513,330.75704015999133,5.568979149455174,-7.010475415481437,8.953228150680406
227,-917,315.90462780936184,329.7342861697041,4.922771868821883,-8.03322940576868,9.42159527671247
228,-916,317.6162274540653,332.762881384503,6.634371513525366,-5.004634190969796,8.310309787541062
229,-915,317.83610705048915,331.4219610929945,6.854251109949189,-6.345554482478292,9.340600621391541
230,-914,318.51134009072075,332.01489611916895,7.529484150180792,-5.752619456303819,9.475534928270225
231,-913,320.13956190808204,331.75085701005173,9.157705967542086,-6.016658565421039,10.95736094508209
232,-912,319.23372618129747,330.3803833021258,8.251870240757512,-7.387132273346992,11.075336820802523
233,-911,319.47002071296197,329.9529597732476,8.48816477242201,-7.814555802225186,11.537600425993151
234,-910,318.80934858851265,331.5954694417294,7.82749264797269,-6.172046133743379,9.968138975311446
235,-909,317.6682394250288,330.9331760574971,6.686383484488829,-6.83433951797565,9.561167331900881
236,-908,317.7137509079734,332.11946136223946,6.731894967433448,-5.6480542132333085,8.787430013842403
237,-907,316.6823180592992,331.5003234501348,5.700462118759219,-6.267192125337999,8.471892675388863
238,-906,316.61787039680274,333.11835569511845,5.636014456262785,-4.649159880354318,7.30611706341332
239,-905,314.56256245142663,332.811035860997,3.580706510886671,-4.95647971447579,6.114585045374397
240,-904,314.9217534014506,330.16094022976336,3.939897460910629,-7.606575345709416,8.56637499135103
241,-903,314.14057649667404,331.8688470066519,3.158720556134085,-5.898668568820881,6.691173771210804
242,-902,313.1710995338634,331.78694817658345,2.1892435933234538,-5.98056739888932,6.3686712839936686
243,-901,311.9829802929708,330.3879755506376,1.0011243524308497,-7.379540024835194,7.447137768779003
244,-900,311.6374098248025,333.8431810374442,0.655553884262531,-3.9243345380285746,3.9787124125193616
245,-899,309.47020050958236,333.0844688157749,-1.5116554309576031,-4.683046759697845,4.920978469314828
246,-898,308.8813559322034,331.5802312688104,-2.100500008336553,-6.187284306662377,6.534109532024421
247,-897,309.36843298384815,333.5987531878719,-1.6134229566918066,-4.16876238760085,4.470090992525283
248,-896,308.95162635529607,333.42046149569086,-2.0302295852438874,-4.347054079781913,4.7977819189025395
249,-895,310.7962973166566,332.9398313956692,-0.18555862388336664,-4.827684179803555,4.831248963034612
250,-894,310.65001904140144,333.0235025297862,-0.33183689913852277,-4.744013045686586,4.755604641396758
251,-893,309.9712693213814,335.18927771073953,-1.0105866191585733,-2.5782378647332393,2.7692229599594484
252,-892,308.13546243100143,335.13039315083927,-2.8463935095385295,-2.637122424633503,3.880253947056552
253,-891,307.6704614871994,334.88993169323044,-3.31139445334054,-2.877583882242334,4.38700606620909
254,-890,306.5616331532334,334.7821534005459,-4.420222787306557,-2.985362174926877,5.333925084298455
255,-889,306.56930562166167,333.3949442064625,-4.412550318878289,-4.372571369010245,6.212083442269672
256,-888,306.4423264907136,335.0533832953188,-4.539529449826375,-2.71413228015399,5.289030313773485
257,-887,306.5687803835675,334.56306426625355,-4.413075556972444,-3.2044513092192233,5.453782546518007
258,-886,305.9629413944624,334.65239028005715,-5.0189145460775535,-3.1151252954156234,5.907072779894212
259,-885,307.3586010617919,337.5376279349789,-3.623254878748071,-0.229887640493871,3.630540489186636
260,-884,306.1235281524299,336.9387711410833,-4.858327788110046,-0.8287444343894776,4.928505476739757
261,-883,306.73641515723966,338.33903767085235,-4.245440783300296,0.5715220953795779,4.283737264354164
262,-882,306.49382649193115,337.5667713635871,-4.488029448608813,-0.20074421188564884,4.492516730095228
263,-881,307.1898260918824,339.9251118790007,-3.792029848657535,2.157596303527953,4.362878886940041
264,-880,306.9984506799793,341.0015493200207,-3.9834052605606303,3.234033744547901,5.130934781376257
265,-879,305.85818783704417,338.02071653585347,-5.123668103495788,0.2532009603806955,5.129920619377831
266,-878,307.13274048367856,337.5294978852619,-3.849115456861398,-0.23801769021088148,3.8564675833076376
267,-877,306.2963003323707,338.21162752683483,-4.685555608169238,0.4441119513620606,4.706555723943872
268,-876,306.5016355386726,336.97103513770185,-4.480220401867371,-0.7964804377709243,4.550467661357499
269,-875,308.0846171402488,339.49229715850737,-2.897238800291177,1.7247815830345985,3.371774632902975
270,-874,306.2982330204307,339.1253451131971,-4.683622920109258,1.3578295377243421,4.876476669819048
271,-873,307.8156700329059,339.77743106774085,-3.1661859076340306,2.009915492268078,3.7502657889487727
272,-872,307.3726344764308,340.47958481477235,-3.6092214641091687,2.7120692392995807,4.514620597097982
273,-871,307.7761930294906,338.1671313672922,-3.2056629110493304,0.3996157918194285,3.230474807261115
274,-870,309.19005657093123,337.572726283725,-1.791799369608725,-0.1947892917477816,1.8023561937391364
275,-869,309.0124457960241,338.79990989468945,-1.969410144515848,1.032394319216678,2.223603909798866
276,-868,310.556435530739,339.5646401914421,-0.42542040980094953,1.7971246159693237,1.8467916532186561
277,-867,310.41933783213835,335.14629902994517,-0.5625181084016049,-2.621216545527602,2.680895895186416
278,-866,311.97778023435774,335.48551846119835,0.9959242938177795,-2.281997114274418,2.4898546199674416
279,-865,312.7273777435503,336.1730018152814,1.7455218030103197,-1.5945137601913757,2.364174379402678
280,-864,312.7657994550991,333.76617340669907,1.7839435145591551,-4.001342168773704,4.381003722292908
281,-863,313.2745087154435,335.89263905851004,2.2926527749035586,-1.874876516962729,2.961658099803433
282,-862,313.4943639291465,333.74369296833066,2.5125079886065578,-4.023822607142108,4.7438217469209025
283,-861,314.6256835221827,336.1133660296522,3.6438275816427677,-1.6541495458205873,4.001710904685524
284,-860,314.96410510114333,334.95640941073,3.9822491606033736,-2.811106164742796,4.874487280379468
285,-859,316.8169361311776,335.8939341818599,5.835080190637655,-1.8735813936128807,6.128496395500641
286,-858,314.4244861007562,333.12115241239746,3.442630160216254,-4.646363163075307,5.782766903759287
287,-857,314.35550957610485,333.34420924186963,3.3736536355648923,-4.423306333603136,5.5630187644527895
288,-856,315.952672012561,335.99719620927493,4.970816072021023,-1.770319366197839,5.27665074457251
